asset_id,failure_event_id,event_date,downtime_hours,truck_roll_cost,repair_cost,estimated_customers_impacted,estimated_revenue_loss,sla_breach_flag,notes
GEN_1045,FAIL_004903,2023-10-17,3.82,239.77,199.75,35,4607.32,0,Synthetic business impact estimate
GEN_1045,FAIL_004904,2023-12-04,5.63,183.43,1088.01,17,3060.1,0,Synthetic business impact estimate
GEN_1045,FAIL_004905,2025-10-22,1.13,188.49,497.35,15,624.02,0,Synthetic business impact estimate
GEN_1046,FAIL_004906,2023-11-10,6.71,235.27,1001.33,4,529.62,0,Synthetic business impact estimate
GEN_1046,FAIL_004907,2024-08-29,3.95,210.6,1086.56,17,2299.08,0,Synthetic business impact estimate
GEN_1046,FAIL_004908,2025-01-30,5.55,164.88,1178.1,3,438.47,0,Synthetic business impact estimate
GEN_1046,FAIL_004909,2025-07-10,4.85,186.13,860.16,3,554.66,0,Synthetic business impact estimate
GEN_1047,FAIL_004910,2023-04-27,1.0,176.75,841.65,19,366.89,0,Synthetic business impact estimate
GEN_1047,FAIL_004911,2023-07-09,1.0,116.07,1058.96,17,481.06,0,Synthetic business impact estimate
GEN_1047,FAIL_004912,2023-12-26,4.37,200.08,1411.39,12,1504.32,0,Synthetic business impact estimate
GEN_1047,FAIL_004913,2024-02-14,3.47,112.67,313.28,3,202.47,0,Synthetic business impact estimate
GEN_1047,FAIL_004914,2024-03-04,1.35,193.04,590.57,6,225.11,0,Synthetic business impact estimate
GEN_1047,FAIL_004915,2024-03-26,7.63,190.27,692.89,4,821.21,0,Synthetic business impact estimate
GEN_1047,FAIL_004916,2024-08-23,11.2,82.44,957.73,4,1275.06,0,Synthetic business impact estimate
GEN_1047,FAIL_004917,2024-09-05,4.19,253.13,1006.59,22,3418.68,0,Synthetic business impact estimate
GEN_1047,FAIL_004918,2025-04-13,3.42,174.98,953.0,13,1494.65,0,Synthetic business impact estimate
GEN_1047,FAIL_004919,2025-09-16,4.18,143.49,499.91,5,715.75,0,Synthetic business impact estimate
GEN_1048,FAIL_004920,2023-08-03,3.94,133.91,1026.14,3,343.69,0,Synthetic business impact estimate
GEN_1048,FAIL_004921,2023-08-09,8.18,129.37,1725.26,22,3723.48,0,Synthetic business impact estimate
GEN_1048,FAIL_004922,2023-12-08,11.12,143.67,1498.73,14,6034.42,0,Synthetic business impact estimate
GEN_1048,FAIL_004923,2023-12-23,9.49,174.7,1177.68,8,3093.09,0,Synthetic business impact estimate
GEN_1048,FAIL_004924,2023-12-30,5.54,194.9,657.3,17,1753.64,0,Synthetic business impact estimate
GEN_1048,FAIL_004925,2025-05-03,1.0,172.81,446.81,10,260.41,0,Synthetic business impact estimate
GEN_1048,FAIL_004926,2025-05-09,10.97,193.37,1179.61,18,7522.66,0,Synthetic business impact estimate
GEN_1048,FAIL_004927,2025-06-21,9.08,125.31,1622.26,6,1871.3,0,Synthetic business impact estimate
GEN_1049,FAIL_004928,2025-01-11,5.5,155.17,663.43,10,1955.79,0,Synthetic business impact estimate
GEN_1049,FAIL_004929,2025-06-13,3.99,192.36,1338.53,3,319.34,0,Synthetic business impact estimate
GEN_1049,FAIL_004930,2025-07-25,2.38,203.71,893.04,11,645.05,0,Synthetic business impact estimate
GEN_1050,FAIL_004931,2025-03-07,10.43,160.7,2083.78,3,814.73,0,Synthetic business impact estimate
GEN_1050,FAIL_004932,2025-04-23,15.96,160.03,1502.92,3,1629.17,0,Synthetic business impact estimate
GEN_1050,FAIL_004933,2025-07-19,5.16,136.57,1021.18,5,843.23,0,Synthetic business impact estimate
GEN_1050,FAIL_004934,2025-11-23,13.55,288.4,1401.65,20,10756.83,0,Synthetic business impact estimate
GEN_1051,FAIL_004935,2024-05-14,4.59,224.13,1229.57,19,2790.26,0,Synthetic business impact estimate
GEN_1051,FAIL_004936,2024-09-27,7.33,203.85,1091.35,6,1179.81,1,Synthetic business impact estimate
GEN_1051,FAIL_004937,2025-08-25,12.54,126.37,1185.29,19,10004.33,1,Synthetic business impact estimate
GEN_1052,FAIL_004938,2023-02-04,9.95,254.68,1560.89,12,2975.05,0,Synthetic business impact estimate
GEN_1052,FAIL_004939,2023-02-21,11.52,175.9,749.01,23,6083.87,0,Synthetic business impact estimate
GEN_1052,FAIL_004940,2023-08-29,3.46,139.13,731.56,13,1073.76,0,Synthetic business impact estimate
GEN_1052,FAIL_004941,2023-09-29,5.22,213.78,1332.82,10,1412.88,0,Synthetic business impact estimate
GEN_1052,FAIL_004942,2024-06-01,3.62,80.0,936.3,6,666.76,0,Synthetic business impact estimate
GEN_1052,FAIL_004943,2024-09-29,1.13,209.9,914.97,3,115.08,0,Synthetic business impact estimate
GEN_1052,FAIL_004944,2025-03-18,9.86,191.06,1759.72,10,3453.55,0,Synthetic business impact estimate
GEN_1052,FAIL_004945,2025-06-05,4.53,150.17,498.4,6,965.5,0,Synthetic business impact estimate
GEN_1052,FAIL_004946,2025-06-13,5.48,122.73,1076.74,3,496.6,0,Synthetic business impact estimate
GEN_1052,FAIL_004947,2025-08-27,5.75,199.74,120.0,11,1967.3,0,Synthetic business impact estimate
GEN_1053,FAIL_004948,2023-09-23,3.64,204.17,1553.74,14,1729.06,0,Synthetic business impact estimate
GEN_1053,FAIL_004949,2023-11-28,6.37,113.13,369.93,14,3052.49,0,Synthetic business impact estimate
GEN_1054,FAIL_004950,2023-06-05,7.18,193.61,1071.36,4,549.29,0,Synthetic business impact estimate
GEN_1054,FAIL_004951,2025-05-15,6.85,216.49,484.53,11,3076.32,0,Synthetic business impact estimate
GEN_1054,FAIL_004952,2025-07-01,4.67,227.48,949.13,8,1132.55,0,Synthetic business impact estimate
GEN_1055,FAIL_004953,2023-05-05,3.71,222.3,665.55,6,842.66,0,Synthetic business impact estimate
GEN_1055,FAIL_004954,2023-07-29,6.62,190.0,626.71,13,3185.16,0,Synthetic business impact estimate
GEN_1055,FAIL_004955,2023-08-04,8.38,220.54,986.83,20,4735.91,0,Synthetic business impact estimate
GEN_1055,FAIL_004956,2023-11-24,2.15,159.95,843.11,3,258.12,0,Synthetic business impact estimate
GEN_1055,FAIL_004957,2023-12-05,7.85,119.38,1852.41,3,771.42,0,Synthetic business impact estimate
GEN_1055,FAIL_004958,2024-05-20,9.07,202.37,396.62,18,5193.68,0,Synthetic business impact estimate
GEN_1055,FAIL_004959,2024-09-08,6.41,133.94,1047.33,3,584.08,0,Synthetic business impact estimate
GEN_1055,FAIL_004960,2024-09-09,4.83,190.31,446.47,16,2983.31,0,Synthetic business impact estimate
GEN_1055,FAIL_004961,2025-12-06,11.25,169.88,1231.69,19,6779.25,0,Synthetic business impact estimate
GEN_1056,FAIL_004962,2023-09-27,1.37,196.97,1413.74,20,795.62,0,Synthetic business impact estimate
GEN_1057,FAIL_004963,2023-01-29,6.02,178.25,348.77,10,1509.41,0,Synthetic business impact estimate
GEN_1057,FAIL_004964,2023-10-22,6.8,151.73,654.82,15,3887.59,0,Synthetic business impact estimate
GEN_1057,FAIL_004965,2024-08-23,8.89,170.48,1782.27,15,3813.69,0,Synthetic business impact estimate
GEN_1057,FAIL_004966,2025-01-30,1.88,192.04,554.53,9,361.08,0,Synthetic business impact estimate
GEN_1057,FAIL_004967,2025-05-11,5.83,167.19,1129.03,12,1420.68,0,Synthetic business impact estimate
GEN_1057,FAIL_004968,2025-06-10,12.46,149.62,1837.18,4,1194.45,0,Synthetic business impact estimate
GEN_1058,FAIL_004969,2024-01-27,5.61,222.7,426.24,3,596.33,0,Synthetic business impact estimate
GEN_1058,FAIL_004970,2024-10-28,7.27,217.41,216.04,6,1517.35,0,Synthetic business impact estimate
GEN_1058,FAIL_004971,2025-03-15,7.73,189.38,1095.98,3,769.45,0,Synthetic business impact estimate
GEN_1058,FAIL_004972,2025-12-26,6.04,257.52,738.91,5,1067.33,0,Synthetic business impact estimate
GEN_1059,FAIL_004973,2023-03-23,3.54,211.88,908.45,23,1706.02,0,Synthetic business impact estimate
GEN_1059,FAIL_004974,2024-05-12,9.51,160.11,1312.04,11,3837.78,0,Synthetic business impact estimate
GEN_1059,FAIL_004975,2025-09-12,3.11,268.68,661.65,8,901.9,0,Synthetic business impact estimate
GEN_1059,FAIL_004976,2025-10-13,4.94,189.34,913.7,3,392.77,0,Synthetic business impact estimate
GEN_1059,FAIL_004977,2025-10-17,3.58,177.04,1212.04,7,525.54,0,Synthetic business impact estimate
GEN_1060,FAIL_004978,2024-12-12,7.98,185.12,846.91,8,1193.56,0,Synthetic business impact estimate
GEN_1060,FAIL_004979,2025-04-16,4.34,172.75,931.33,3,504.34,0,Synthetic business impact estimate
GEN_1061,FAIL_004980,2023-07-19,9.45,247.64,1635.67,19,6340.19,0,Synthetic business impact estimate
GEN_1061,FAIL_004981,2023-11-20,7.96,248.12,1086.16,12,3035.31,0,Synthetic business impact estimate
GEN_1061,FAIL_004982,2023-12-13,11.61,201.79,1190.99,3,743.65,0,Synthetic business impact estimate
GEN_1061,FAIL_004983,2024-05-19,5.51,218.6,1062.27,4,579.25,0,Synthetic business impact estimate
GEN_1061,FAIL_004984,2024-07-11,4.15,221.73,1368.5,4,550.95,0,Synthetic business impact estimate
GEN_1061,FAIL_004985,2025-10-29,13.7,215.13,1728.78,6,2710.77,0,Synthetic business impact estimate
GEN_1062,FAIL_004986,2023-08-03,10.0,174.87,1479.49,18,3488.34,1,Synthetic business impact estimate
GEN_1062,FAIL_004987,2024-08-21,11.04,184.82,2012.36,20,8445.12,1,Synthetic business impact estimate
GEN_1062,FAIL_004988,2024-10-25,9.66,129.26,1198.24,21,7669.3,1,Synthetic business impact estimate
GEN_1062,FAIL_004989,2025-10-29,7.84,185.89,1246.76,21,4470.19,1,Synthetic business impact estimate
GEN_1063,FAIL_004990,2023-10-06,11.74,187.22,1541.17,3,763.34,0,Synthetic business impact estimate
GEN_1063,FAIL_004991,2024-03-17,3.72,247.61,766.65,10,1373.94,0,Synthetic business impact estimate
GEN_1063,FAIL_004992,2024-11-06,5.66,115.86,1408.7,3,588.54,0,Synthetic business impact estimate
GEN_1063,FAIL_004993,2025-02-18,1.0,159.79,856.21,3,54.94,0,Synthetic business impact estimate
GEN_1064,FAIL_004994,2023-03-24,7.53,230.05,540.97,8,2318.35,0,Synthetic business impact estimate
GEN_1064,FAIL_004995,2023-08-18,5.79,130.5,910.37,5,1075.57,0,Synthetic business impact estimate
GEN_1064,FAIL_004996,2023-08-31,11.37,202.87,2455.59,3,873.39,0,Synthetic business impact estimate
GEN_1064,FAIL_004997,2023-09-11,5.75,235.87,1080.97,12,1751.61,0,Synthetic business impact estimate
GEN_1065,FAIL_004998,2023-06-19,7.24,104.47,1438.19,23,6841.14,1,Synthetic business impact estimate
GEN_1065,FAIL_004999,2023-11-15,11.43,175.92,1503.45,22,10136.61,1,Synthetic business impact estimate
GEN_1065,FAIL_005000,2024-02-28,5.18,190.09,1316.49,18,2578.16,0,Synthetic business impact estimate
GEN_1065,FAIL_005001,2024-07-01,6.34,94.99,966.43,12,1958.64,1,Synthetic business impact estimate
GEN_1065,FAIL_005002,2024-10-26,8.8,160.47,713.36,29,9451.59,1,Synthetic business impact estimate
GEN_1065,FAIL_005003,2025-01-13,5.34,257.44,267.47,18,3755.1,0,Synthetic business impact estimate
GEN_1065,FAIL_005004,2025-02-14,1.04,193.14,1392.71,15,455.76,0,Synthetic business impact estimate
GEN_1065,FAIL_005005,2025-06-10,4.23,242.19,879.6,19,1474.44,0,Synthetic business impact estimate
GEN_1065,FAIL_005006,2025-10-13,9.6,219.5,2050.65,11,2271.57,1,Synthetic business impact estimate
GEN_1066,FAIL_005007,2023-11-13,7.38,254.32,1880.18,14,2602.05,0,Synthetic business impact estimate
GEN_1066,FAIL_005008,2025-04-25,5.53,144.65,1250.97,8,1054.46,0,Synthetic business impact estimate
GEN_1068,FAIL_005009,2023-02-24,7.87,171.05,1587.98,3,465.62,0,Synthetic business impact estimate
GEN_1068,FAIL_005010,2023-11-17,6.52,195.45,787.17,8,2176.27,0,Synthetic business impact estimate
GEN_1068,FAIL_005011,2023-11-23,8.71,138.08,1457.34,9,3181.28,0,Synthetic business impact estimate
GEN_1068,FAIL_005012,2024-02-11,8.22,258.55,1631.45,12,2037.17,0,Synthetic business impact estimate
GEN_1068,FAIL_005013,2025-05-09,9.48,201.84,652.83,17,3119.84,0,Synthetic business impact estimate
GEN_1068,FAIL_005014,2025-06-02,5.76,166.15,617.81,17,4053.66,0,Synthetic business impact estimate
GEN_1068,FAIL_005015,2025-11-01,5.73,221.34,364.71,12,2381.09,0,Synthetic business impact estimate
GEN_1068,FAIL_005016,2025-12-08,3.87,162.26,867.88,5,657.41,0,Synthetic business impact estimate
GEN_1069,FAIL_005017,2023-04-14,6.51,102.84,708.39,12,1539.21,0,Synthetic business impact estimate
GEN_1069,FAIL_005018,2023-08-21,11.42,163.88,1494.29,19,5645.38,0,Synthetic business impact estimate
GEN_1069,FAIL_005019,2025-09-12,8.46,151.46,916.96,13,2499.71,0,Synthetic business impact estimate
GEN_1070,FAIL_005020,2023-11-28,4.04,246.48,871.9,39,3856.83,0,Synthetic business impact estimate
GEN_1070,FAIL_005021,2025-03-22,9.52,224.26,876.0,29,9052.37,1,Synthetic business impact estimate
GEN_1071,FAIL_005022,2024-06-10,2.49,154.6,1062.45,7,314.55,0,Synthetic business impact estimate
GEN_1071,FAIL_005023,2024-10-07,1.0,161.48,548.7,22,758.14,0,Synthetic business impact estimate
GEN_1072,FAIL_005024,2023-10-31,12.96,191.22,1996.41,17,7670.3,1,Synthetic business impact estimate
GEN_1072,FAIL_005025,2025-08-28,8.0,216.11,1176.68,23,5960.7,1,Synthetic business impact estimate
GEN_1073,FAIL_005026,2025-04-04,5.28,175.27,521.81,5,534.55,0,Synthetic business impact estimate
GEN_1073,FAIL_005027,2025-04-14,11.54,125.84,1252.21,12,4134.42,0,Synthetic business impact estimate
GEN_1074,FAIL_005028,2024-11-28,8.77,202.51,1176.44,8,1444.37,1,Synthetic business impact estimate
GEN_1074,FAIL_005029,2025-05-20,7.83,177.24,869.45,43,11841.69,1,Synthetic business impact estimate
GEN_1075,FAIL_005030,2023-06-24,4.69,174.32,730.4,3,508.12,0,Synthetic business impact estimate
GEN_1075,FAIL_005031,2023-07-26,7.41,204.01,928.37,13,2667.42,0,Synthetic business impact estimate
GEN_1075,FAIL_005032,2024-01-12,1.0,221.4,329.61,3,94.4,0,Synthetic business impact estimate
GEN_1075,FAIL_005033,2024-05-25,6.0,196.52,675.26,15,1839.72,0,Synthetic business impact estimate
GEN_1075,FAIL_005034,2024-09-09,13.12,200.76,1935.92,7,2371.73,0,Synthetic business impact estimate
GEN_1075,FAIL_005035,2024-09-09,1.9,191.42,711.38,14,976.8,0,Synthetic business impact estimate
GEN_1075,FAIL_005036,2025-03-18,3.32,232.17,827.84,3,297.69,0,Synthetic business impact estimate
GEN_1076,FAIL_005037,2024-02-29,4.46,197.55,454.5,17,2277.6,0,Synthetic business impact estimate
GEN_1076,FAIL_005038,2025-04-13,8.2,230.38,1644.12,11,3330.57,0,Synthetic business impact estimate
GEN_1076,FAIL_005039,2025-05-05,9.26,228.18,1223.26,21,4831.28,0,Synthetic business impact estimate
GEN_1077,FAIL_005040,2023-10-26,5.16,254.02,997.0,51,9440.96,0,Synthetic business impact estimate
GEN_1077,FAIL_005041,2025-05-16,10.37,155.9,2143.34,35,7213.28,1,Synthetic business impact estimate
GEN_1077,FAIL_005042,2025-07-31,7.15,177.27,710.31,23,6379.13,1,Synthetic business impact estimate
GEN_1078,FAIL_005043,2023-08-09,5.5,164.11,270.72,9,1900.87,0,Synthetic business impact estimate
GEN_1078,FAIL_005044,2023-12-02,7.48,175.46,519.79,3,880.16,0,Synthetic business impact estimate
GEN_1078,FAIL_005045,2024-09-13,9.42,203.73,1280.0,3,1063.27,0,Synthetic business impact estimate
GEN_1078,FAIL_005046,2025-11-11,5.02,80.0,718.56,3,463.67,0,Synthetic business impact estimate
GEN_1079,FAIL_005047,2024-09-11,10.45,229.93,1310.22,4,1019.89,0,Synthetic business impact estimate
GEN_1080,FAIL_005048,2023-08-26,10.77,116.18,2112.94,15,3229.73,0,Synthetic business impact estimate
GEN_1080,FAIL_005049,2024-01-07,8.63,135.84,1470.0,5,1002.58,0,Synthetic business impact estimate
GEN_1080,FAIL_005050,2024-01-23,3.27,166.41,952.84,3,290.8,0,Synthetic business impact estimate
GEN_1080,FAIL_005051,2025-06-14,2.69,90.38,1574.38,14,844.38,0,Synthetic business impact estimate
GEN_1080,FAIL_005052,2025-09-15,3.41,196.33,913.34,3,355.92,0,Synthetic business impact estimate
GEN_1080,FAIL_005053,2025-10-23,1.0,225.11,861.83,8,156.92,0,Synthetic business impact estimate
GEN_1081,FAIL_005054,2023-05-29,6.41,209.99,702.96,6,948.24,0,Synthetic business impact estimate
GEN_1081,FAIL_005055,2023-11-06,5.51,127.3,1725.4,14,2124.08,0,Synthetic business impact estimate
GEN_1081,FAIL_005056,2024-07-28,3.59,221.6,1587.31,4,396.85,0,Synthetic business impact estimate
GEN_1082,FAIL_005057,2023-12-25,4.13,217.53,895.98,21,2470.18,0,Synthetic business impact estimate
GEN_1082,FAIL_005058,2024-12-21,7.9,232.0,1061.94,9,2816.03,0,Synthetic business impact estimate
GEN_1082,FAIL_005059,2025-06-13,8.96,236.48,633.8,13,3350.35,0,Synthetic business impact estimate
GEN_1082,FAIL_005060,2025-06-27,6.44,233.42,1074.0,5,1350.2,0,Synthetic business impact estimate
GEN_1082,FAIL_005061,2025-12-12,8.02,160.22,1506.0,3,656.46,0,Synthetic business impact estimate
GEN_1082,FAIL_005062,2025-12-16,6.09,165.09,1308.8,11,2368.25,0,Synthetic business impact estimate
GEN_1083,FAIL_005063,2023-10-14,8.5,163.37,1523.76,5,1004.38,1,Synthetic business impact estimate
GEN_1083,FAIL_005064,2024-02-19,5.33,174.07,1849.74,16,2388.96,0,Synthetic business impact estimate
GEN_1083,FAIL_005065,2024-12-11,5.8,236.76,1202.66,12,2746.04,0,Synthetic business impact estimate
GEN_1083,FAIL_005066,2025-10-19,14.95,232.45,1555.24,17,8595.2,1,Synthetic business impact estimate
GEN_1083,FAIL_005067,2025-11-17,11.37,94.56,1836.65,12,4334.53,1,Synthetic business impact estimate
GEN_1085,FAIL_005068,2024-02-21,3.6,127.98,973.3,25,3338.01,0,Synthetic business impact estimate
GEN_1085,FAIL_005069,2024-03-14,1.83,112.48,509.6,16,881.12,0,Synthetic business impact estimate
GEN_1085,FAIL_005070,2025-11-08,6.38,264.85,562.27,6,1105.87,0,Synthetic business impact estimate
GEN_1086,FAIL_005071,2023-11-19,6.53,154.08,1369.65,3,660.26,0,Synthetic business impact estimate
GEN_1086,FAIL_005072,2024-03-08,2.97,200.49,1024.03,4,493.84,0,Synthetic business impact estimate
GEN_1086,FAIL_005073,2025-04-12,5.68,219.59,1208.35,16,2658.03,0,Synthetic business impact estimate
GEN_1086,FAIL_005074,2025-12-08,9.98,248.45,1421.1,3,664.7,0,Synthetic business impact estimate
GEN_1087,FAIL_005075,2023-12-30,12.16,180.3,1836.67,35,13248.47,0,Synthetic business impact estimate
GEN_1087,FAIL_005076,2024-03-07,7.89,256.44,1511.62,13,3194.5,0,Synthetic business impact estimate
GEN_1087,FAIL_005077,2024-06-24,9.8,167.81,1069.5,14,5665.82,0,Synthetic business impact estimate
GEN_1087,FAIL_005078,2024-07-15,7.41,195.81,1168.63,17,4569.93,0,Synthetic business impact estimate
GEN_1087,FAIL_005079,2024-12-29,4.67,189.52,701.65,28,3491.89,0,Synthetic business impact estimate
GEN_1087,FAIL_005080,2025-02-15,9.96,127.28,1802.94,4,1548.35,0,Synthetic business impact estimate
GEN_1087,FAIL_005081,2025-02-17,4.46,219.99,1118.24,18,1506.76,0,Synthetic business impact estimate
GEN_1087,FAIL_005082,2025-07-26,5.01,224.23,628.71,19,2226.58,0,Synthetic business impact estimate
GEN_1087,FAIL_005083,2025-10-07,6.84,187.32,541.04,16,4319.65,0,Synthetic business impact estimate
GEN_1087,FAIL_005084,2025-11-18,6.36,246.42,913.31,8,1902.26,0,Synthetic business impact estimate
GEN_1088,FAIL_005085,2023-07-29,12.05,155.57,2060.64,21,8900.18,1,Synthetic business impact estimate
GEN_1088,FAIL_005086,2025-10-25,6.91,217.56,750.76,22,5223.95,1,Synthetic business impact estimate
GEN_1089,FAIL_005087,2023-06-25,9.96,281.02,1677.3,21,7012.06,1,Synthetic business impact estimate
GEN_1089,FAIL_005088,2024-05-05,5.75,259.43,816.79,15,2443.82,0,Synthetic business impact estimate
GEN_1089,FAIL_005089,2024-07-07,4.4,200.18,1401.89,27,2667.61,0,Synthetic business impact estimate
GEN_1089,FAIL_005090,2024-09-24,6.68,180.76,753.92,16,4388.0,1,Synthetic business impact estimate
GEN_1089,FAIL_005091,2025-05-31,1.97,114.3,284.45,26,1634.49,0,Synthetic business impact estimate
GEN_1090,FAIL_005092,2023-08-05,5.9,233.28,1341.98,25,6135.68,0,Synthetic business impact estimate
GEN_1090,FAIL_005093,2023-12-06,3.31,198.37,732.49,4,247.16,0,Synthetic business impact estimate
GEN_1090,FAIL_005094,2024-09-12,7.71,206.66,508.95,22,5752.21,0,Synthetic business impact estimate
GEN_1090,FAIL_005095,2024-10-05,2.95,197.93,798.44,3,231.88,0,Synthetic business impact estimate
GEN_1090,FAIL_005096,2025-03-11,4.59,125.64,287.58,7,1333.53,0,Synthetic business impact estimate
GEN_1091,FAIL_005097,2023-04-18,4.1,217.53,547.81,3,226.35,0,Synthetic business impact estimate
GEN_1091,FAIL_005098,2023-04-22,2.36,208.91,996.72,16,1437.0,0,Synthetic business impact estimate
GEN_1091,FAIL_005099,2023-04-23,6.68,178.22,911.32,7,1179.97,0,Synthetic business impact estimate
GEN_1091,FAIL_005100,2024-09-27,5.85,105.82,710.31,7,1053.01,0,Synthetic business impact estimate
GEN_1091,FAIL_005101,2025-03-01,2.95,186.14,1268.92,13,1509.27,0,Synthetic business impact estimate
GEN_1091,FAIL_005102,2025-03-15,15.28,122.33,1494.42,12,6128.28,0,Synthetic business impact estimate
GEN_1091,FAIL_005103,2025-11-23,3.14,145.79,439.85,3,189.06,0,Synthetic business impact estimate
GEN_1092,FAIL_005104,2023-12-22,7.5,208.32,443.01,9,2611.67,0,Synthetic business impact estimate
GEN_1092,FAIL_005105,2024-03-12,7.33,129.8,935.28,19,3170.33,0,Synthetic business impact estimate
GEN_1092,FAIL_005106,2024-08-22,10.82,109.14,1127.8,3,646.81,0,Synthetic business impact estimate
GEN_1093,FAIL_005107,2023-05-19,11.1,160.19,1200.21,12,4644.56,0,Synthetic business impact estimate
GEN_1093,FAIL_005108,2023-09-05,3.83,146.77,405.13,13,2016.19,0,Synthetic business impact estimate
GEN_1093,FAIL_005109,2024-04-30,4.83,143.97,844.09,3,459.73,0,Synthetic business impact estimate
GEN_1093,FAIL_005110,2024-07-07,7.96,124.89,1097.32,10,3339.25,0,Synthetic business impact estimate
GEN_1093,FAIL_005111,2024-08-04,5.8,136.69,833.83,28,6818.37,0,Synthetic business impact estimate
GEN_1093,FAIL_005112,2024-11-02,3.61,222.24,1093.84,18,1533.75,0,Synthetic business impact estimate
GEN_1093,FAIL_005113,2025-02-07,5.24,201.08,641.62,17,2245.71,0,Synthetic business impact estimate
GEN_1094,FAIL_005114,2023-10-13,4.98,136.31,720.24,20,2208.91,0,Synthetic business impact estimate
GEN_1094,FAIL_005115,2024-07-18,6.2,140.96,702.1,8,915.12,1,Synthetic business impact estimate
GEN_1094,FAIL_005116,2024-11-29,2.58,117.51,945.55,27,1291.98,0,Synthetic business impact estimate
GEN_1094,FAIL_005117,2025-04-04,11.97,125.62,2288.0,26,11682.78,1,Synthetic business impact estimate
GEN_1095,FAIL_005118,2023-02-04,4.84,226.57,663.78,28,4163.12,0,Synthetic business impact estimate
GEN_1095,FAIL_005119,2023-09-25,13.79,236.92,1845.31,24,11709.93,1,Synthetic business impact estimate
GEN_1095,FAIL_005120,2024-06-02,4.77,187.84,837.69,18,1713.55,0,Synthetic business impact estimate
GEN_1095,FAIL_005121,2024-12-12,4.03,145.36,628.17,20,2791.64,0,Synthetic business impact estimate
GEN_1095,FAIL_005122,2025-01-03,8.49,162.24,769.58,33,8794.98,1,Synthetic business impact estimate
GEN_1095,FAIL_005123,2025-01-12,9.02,233.95,873.17,28,5066.52,1,Synthetic business impact estimate
GEN_1095,FAIL_005124,2025-03-16,7.12,191.65,857.39,5,1108.86,1,Synthetic business impact estimate
GEN_1095,FAIL_005125,2025-07-14,8.53,164.34,798.28,29,7528.61,1,Synthetic business impact estimate
GEN_1095,FAIL_005126,2025-09-19,4.33,246.33,969.4,18,2913.35,0,Synthetic business impact estimate
GEN_1096,FAIL_005127,2023-05-07,2.8,198.3,618.99,3,199.11,0,Synthetic business impact estimate
GEN_1096,FAIL_005128,2023-11-15,13.72,162.33,999.77,9,3890.8,0,Synthetic business impact estimate
GEN_1096,FAIL_005129,2024-10-16,6.13,229.67,1013.46,3,603.0,0,Synthetic business impact estimate
GEN_1096,FAIL_005130,2025-06-21,3.93,188.7,839.37,10,935.41,0,Synthetic business impact estimate
GEN_1096,FAIL_005131,2025-07-12,6.03,162.98,1029.43,12,2340.01,0,Synthetic business impact estimate
GEN_1096,FAIL_005132,2025-07-13,9.91,179.9,1428.07,7,1327.97,0,Synthetic business impact estimate
GEN_1096,FAIL_005133,2025-12-30,4.2,199.39,1615.82,36,4003.08,0,Synthetic business impact estimate
GEN_1097,FAIL_005134,2023-10-30,4.97,125.59,1100.99,3,548.98,0,Synthetic business impact estimate
GEN_1097,FAIL_005135,2024-09-25,8.29,190.99,1536.19,26,4928.15,1,Synthetic business impact estimate
GEN_1097,FAIL_005136,2024-12-04,8.7,192.27,689.42,19,4591.19,1,Synthetic business impact estimate
GEN_1097,FAIL_005137,2025-09-02,1.0,223.06,1003.88,21,755.99,0,Synthetic business impact estimate
GEN_1098,FAIL_005138,2023-06-19,4.6,150.48,752.75,4,389.98,0,Synthetic business impact estimate
GEN_1098,FAIL_005139,2024-04-13,11.42,183.91,1934.39,19,4446.17,0,Synthetic business impact estimate
GEN_1098,FAIL_005140,2025-01-23,1.0,252.54,650.15,16,533.56,0,Synthetic business impact estimate
GEN_1099,FAIL_005141,2023-02-10,1.71,133.96,629.23,3,205.5,0,Synthetic business impact estimate
GEN_1099,FAIL_005142,2023-03-03,6.68,80.0,342.2,12,2971.33,0,Synthetic business impact estimate
GEN_1099,FAIL_005143,2023-07-01,3.73,111.47,977.76,7,639.02,0,Synthetic business impact estimate
GEN_1099,FAIL_005144,2023-10-17,4.29,233.04,730.68,9,850.93,0,Synthetic business impact estimate
GEN_1099,FAIL_005145,2024-04-16,7.01,214.38,349.99,3,827.06,0,Synthetic business impact estimate
GEN_1099,FAIL_005146,2024-04-24,1.15,259.39,763.5,9,432.96,0,Synthetic business impact estimate
GEN_1099,FAIL_005147,2024-11-19,5.35,143.81,1219.34,14,2786.42,0,Synthetic business impact estimate
GEN_1099,FAIL_005148,2025-05-11,8.09,193.47,1113.53,18,3105.67,0,Synthetic business impact estimate
GEN_1099,FAIL_005149,2025-08-26,2.03,194.53,1333.47,3,109.91,0,Synthetic business impact estimate
GEN_1099,FAIL_005150,2025-10-28,3.5,187.14,197.89,3,308.7,0,Synthetic business impact estimate
GEN_1099,FAIL_005151,2025-12-01,7.26,239.18,909.89,16,3718.66,0,Synthetic business impact estimate
GEN_1100,FAIL_005152,2023-12-22,12.67,203.94,1644.72,18,6395.03,0,Synthetic business impact estimate
GEN_1100,FAIL_005153,2024-09-25,4.66,124.64,1131.34,3,424.16,0,Synthetic business impact estimate
GEN_1100,FAIL_005154,2024-12-09,7.35,142.89,890.78,5,1214.06,0,Synthetic business impact estimate
