pm_event_id,asset_id,pm_date,next_failure_event_id,next_failure_date,days_to_next_failure,failure_found_flag,ontime_flag,delay_days,pm_total_cost,failure_total_cost,failure_category
PM_010975,GEN_1103,2024-01-03,FAIL_005167,2025-12-18,715.0,1,0,8,682.48,1009.97,Alternator
PM_010976,GEN_1103,2024-04-04,FAIL_005167,2025-12-18,623.0,1,1,-5,626.02,1009.97,Alternator
PM_010977,GEN_1103,2024-06-28,FAIL_005167,2025-12-18,538.0,1,1,1,504.97,1009.97,Alternator
PM_010978,GEN_1103,2024-10-07,FAIL_005167,2025-12-18,437.0,1,0,9,694.46,1009.97,Alternator
PM_010979,GEN_1103,2025-01-07,FAIL_005167,2025-12-18,345.0,1,0,9,719.15,1009.97,Alternator
PM_010980,GEN_1103,2025-04-26,FAIL_005167,2025-12-18,236.0,1,0,8,871.34,1009.97,Alternator
PM_010981,GEN_1103,2025-07-26,FAIL_005167,2025-12-18,145.0,1,0,9,510.55,1009.97,Alternator
PM_010982,GEN_1103,2025-10-30,FAIL_005167,2025-12-18,49.0,1,0,13,764.29,1009.97,Alternator
PM_010983,GEN_1104,2023-03-07,FAIL_005168,2023-03-27,20.0,1,1,3,861.24,957.54,Starter
PM_010984,GEN_1104,2023-06-20,FAIL_005169,2023-11-11,144.0,1,1,3,750.33,1207.17,Battery
PM_010985,GEN_1104,2023-09-26,FAIL_005169,2023-11-11,46.0,1,0,15,743.63,1207.17,Battery
PM_010986,GEN_1104,2023-12-17,FAIL_005170,2025-04-23,493.0,1,1,-5,838.25,1123.04,Cooling
PM_010987,GEN_1104,2024-03-23,FAIL_005170,2025-04-23,396.0,1,1,5,600.83,1123.04,Cooling
PM_010988,GEN_1104,2024-06-12,FAIL_005170,2025-04-23,315.0,1,1,-3,557.13,1123.04,Cooling
PM_010989,GEN_1104,2024-09-18,FAIL_005170,2025-04-23,217.0,1,1,5,521.85,1123.04,Cooling
PM_010990,GEN_1104,2024-12-08,FAIL_005170,2025-04-23,136.0,1,1,3,415.3,1123.04,Cooling
PM_010991,GEN_1104,2025-03-14,FAIL_005170,2025-04-23,40.0,1,0,8,762.16,1123.04,Cooling
PM_010992,GEN_1104,2025-06-09,FAIL_005171,2025-07-27,48.0,1,1,4,659.81,1732.74,Alternator
PM_010993,GEN_1104,2025-09-29,FAIL_005172,2025-11-20,52.0,1,0,14,447.58,946.63,Cooling
PM_010994,GEN_1105,2023-02-21,FAIL_005175,2023-12-22,304.0,1,1,7,521.1,1613.36,Alternator
PM_010995,GEN_1105,2023-06-13,FAIL_005175,2023-12-22,192.0,1,1,4,304.84,1613.36,Alternator
PM_010996,GEN_1105,2023-11-02,FAIL_005175,2023-12-22,50.0,1,0,13,672.15,1613.36,Alternator
PM_010997,GEN_1105,2024-03-16,FAIL_005177,2025-03-04,353.0,1,0,11,410.9,985.51,Control Panel
PM_010998,GEN_1105,2024-07-12,FAIL_005177,2025-03-04,235.0,1,0,9,474.94,985.51,Control Panel
PM_010999,GEN_1105,2024-12-08,FAIL_005177,2025-03-04,86.0,1,0,23,651.1,985.51,Control Panel
PM_011000,GEN_1105,2025-04-01,FAIL_005178,2025-05-26,55.0,1,1,-5,857.02,1170.88,Cooling
PM_011001,GEN_1105,2025-07-26,FAIL_005180,2025-12-28,155.0,1,1,-5,727.21,1225.72,Starter
PM_011002,GEN_1105,2025-11-15,FAIL_005180,2025-12-28,43.0,1,1,2,664.79,1225.72,Starter
PM_011003,GEN_1106,2023-02-04,FAIL_005181,2023-02-25,21.0,1,0,11,614.14,1748.74,Fuel
PM_011004,GEN_1106,2023-05-20,FAIL_005183,2023-06-19,30.0,1,0,13,571.61,1661.69,Oil
PM_011005,GEN_1106,2023-09-18,FAIL_005184,2023-10-16,28.0,1,0,23,537.37,661.76,Battery
PM_011006,GEN_1106,2024-01-02,FAIL_005187,2024-06-08,158.0,1,0,19,745.07,736.68,Starter
PM_011007,GEN_1106,2024-03-23,FAIL_005187,2024-06-08,77.0,1,1,2,572.63,736.68,Starter
PM_011008,GEN_1106,2024-06-20,FAIL_005188,2024-08-12,53.0,1,1,-2,576.34,952.83,Oil
PM_011009,GEN_1106,2024-10-13,FAIL_005190,2024-11-10,28.0,1,0,19,665.29,1341.0,Alternator
PM_011010,GEN_1106,2025-01-17,FAIL_005191,2025-02-08,22.0,1,0,12,630.95,586.41,Alternator
PM_011011,GEN_1106,2025-04-07,FAIL_005193,2025-08-08,123.0,1,1,2,258.53,1911.14,Starter
PM_011012,GEN_1106,2025-07-08,FAIL_005193,2025-08-08,31.0,1,1,0,825.18,1911.14,Starter
PM_011013,GEN_1106,2025-10-27,FAIL_005196,2025-12-28,62.0,1,0,25,812.4,1237.7,Cooling
PM_011014,GEN_1107,2023-02-03,FAIL_005197,2023-05-16,102.0,1,1,4,924.72,1781.35,Fuel
PM_011015,GEN_1107,2023-04-19,FAIL_005197,2023-05-16,27.0,1,1,-5,399.5,1781.35,Fuel
PM_011016,GEN_1107,2023-07-24,FAIL_005198,2023-11-23,122.0,1,1,6,710.09,647.19,Control Panel
PM_011017,GEN_1107,2023-10-08,FAIL_005198,2023-11-23,46.0,1,1,-2,645.91,647.19,Control Panel
PM_011018,GEN_1107,2024-01-26,FAIL_005199,2024-12-14,323.0,1,0,8,713.09,544.85,Fuel
PM_011019,GEN_1107,2024-05-20,FAIL_005199,2024-12-14,208.0,1,0,16,908.13,544.85,Fuel
PM_011020,GEN_1107,2024-08-02,FAIL_005199,2024-12-14,134.0,1,1,-4,468.07,544.85,Fuel
PM_011021,GEN_1107,2024-11-04,FAIL_005199,2024-12-14,40.0,1,1,-5,627.04,544.85,Fuel
PM_011022,GEN_1107,2025-02-24,FAIL_005200,2025-09-29,217.0,1,0,19,329.91,1309.04,Control Panel
PM_011023,GEN_1107,2025-05-31,FAIL_005200,2025-09-29,121.0,1,0,8,716.05,1309.04,Control Panel
PM_011024,GEN_1107,2025-08-16,FAIL_005200,2025-09-29,44.0,1,1,-4,632.91,1309.04,Control Panel
PM_011025,GEN_1107,2025-12-07,,,,0,0,13,645.1,,
PM_011026,GEN_1108,2023-01-15,FAIL_005202,2023-11-06,295.0,1,1,3,596.95,1583.67,Starter
PM_011027,GEN_1108,2023-05-20,FAIL_005202,2023-11-06,170.0,1,1,-5,388.52,1583.67,Starter
PM_011028,GEN_1108,2023-09-25,FAIL_005202,2023-11-06,42.0,1,1,6,400.55,1583.67,Starter
PM_011029,GEN_1108,2024-01-15,,,,0,1,-5,592.36,,
PM_011030,GEN_1108,2024-05-04,,,,0,1,-5,968.57,,
PM_011031,GEN_1108,2024-09-02,,,,0,1,7,401.03,,
PM_011032,GEN_1108,2025-01-03,,,,0,1,-2,312.8,,
PM_011033,GEN_1108,2025-05-16,,,,0,1,2,599.65,,
PM_011034,GEN_1108,2025-10-02,,,,0,0,12,1128.21,,
PM_011035,GEN_1109,2023-01-09,FAIL_005203,2023-02-26,48.0,1,1,2,716.37,901.57,Fuel
PM_011036,GEN_1109,2023-04-27,FAIL_005204,2023-06-05,39.0,1,0,26,772.02,1606.31,Cooling
PM_011037,GEN_1109,2023-07-22,FAIL_005205,2023-12-02,133.0,1,1,-4,353.47,1324.36,Battery
PM_011038,GEN_1109,2023-10-29,FAIL_005205,2023-12-02,34.0,1,0,8,773.42,1324.36,Battery
PM_011039,GEN_1109,2024-01-17,FAIL_005207,2024-07-22,187.0,1,1,-4,686.55,1732.89,Alternator
PM_011040,GEN_1109,2024-04-12,FAIL_005207,2024-07-22,101.0,1,1,7,449.73,1732.89,Alternator
PM_011041,GEN_1109,2024-07-15,FAIL_005207,2024-07-22,7.0,1,1,6,809.67,1732.89,Alternator
PM_011042,GEN_1109,2024-10-17,FAIL_005208,2025-01-28,103.0,1,1,6,461.67,602.79,Cooling
PM_011043,GEN_1109,2025-01-03,FAIL_005208,2025-01-28,25.0,1,1,-5,458.52,602.79,Cooling
PM_011044,GEN_1109,2025-04-17,,,,0,0,13,855.38,,
PM_011045,GEN_1109,2025-08-10,,,,0,0,13,774.34,,
PM_011046,GEN_1109,2025-11-03,,,,0,1,0,939.71,,
PM_011047,GEN_1110,2023-02-17,FAIL_005209,2023-03-30,41.0,1,1,-3,513.7,736.26,Oil
PM_011048,GEN_1110,2023-06-05,FAIL_005210,2023-08-19,75.0,1,0,13,465.29,1284.1,Cooling
PM_011049,GEN_1110,2023-09-19,FAIL_005211,2023-10-18,29.0,1,1,4,762.98,1186.04,Cooling
PM_011050,GEN_1110,2023-12-26,FAIL_005212,2025-08-28,611.0,1,1,-2,838.8,660.28,Cooling
PM_011051,GEN_1110,2024-04-01,FAIL_005212,2025-08-28,514.0,1,1,-5,646.5,660.28,Cooling
PM_011052,GEN_1110,2024-07-14,FAIL_005212,2025-08-28,410.0,1,0,19,693.8,660.28,Cooling
PM_011053,GEN_1110,2024-10-16,FAIL_005212,2025-08-28,316.0,1,1,5,774.34,660.28,Cooling
PM_011054,GEN_1110,2025-01-14,FAIL_005212,2025-08-28,226.0,1,1,-5,785.18,660.28,Cooling
PM_011055,GEN_1110,2025-04-28,FAIL_005212,2025-08-28,122.0,1,0,10,711.22,660.28,Cooling
PM_011056,GEN_1110,2025-08-05,FAIL_005212,2025-08-28,23.0,1,1,1,478.92,660.28,Cooling
PM_011057,GEN_1110,2025-10-23,,,,0,1,-5,625.89,,
PM_011058,GEN_1111,2023-05-03,FAIL_005213,2024-02-18,291.0,1,0,9,551.36,811.73,Cooling
PM_011059,GEN_1111,2023-08-30,FAIL_005213,2024-02-18,172.0,1,1,4,405.64,811.73,Cooling
PM_011060,GEN_1111,2024-01-08,FAIL_005213,2024-02-18,41.0,1,1,4,462.3,811.73,Cooling
PM_011061,GEN_1111,2024-05-14,FAIL_005214,2024-10-22,161.0,1,1,5,568.12,820.31,Alternator
PM_011062,GEN_1111,2024-09-10,FAIL_005214,2024-10-22,42.0,1,1,-5,701.07,820.31,Alternator
PM_011063,GEN_1111,2025-01-21,FAIL_005216,2025-03-19,57.0,1,0,16,750.37,1123.52,Battery
PM_011064,GEN_1111,2025-05-26,FAIL_005217,2025-06-18,23.0,1,1,6,759.51,1504.53,Control Panel
PM_011065,GEN_1111,2025-09-30,,,,0,1,3,747.9,,
PM_011066,GEN_1112,2023-03-15,FAIL_005219,2023-04-22,38.0,1,1,-5,1047.5,912.89,Cooling
PM_011067,GEN_1112,2023-06-13,FAIL_005220,2023-08-05,53.0,1,1,5,246.26,1151.84,Alternator
PM_011068,GEN_1112,2023-10-01,FAIL_005221,2024-02-10,132.0,1,0,9,684.83,1707.14,Battery
PM_011069,GEN_1112,2023-12-19,FAIL_005221,2024-02-10,53.0,1,1,-2,831.96,1707.14,Battery
PM_011070,GEN_1112,2024-03-31,FAIL_005222,2024-12-09,253.0,1,0,15,793.3,841.69,Battery
PM_011071,GEN_1112,2024-07-06,FAIL_005222,2024-12-09,156.0,1,1,-5,1037.97,841.69,Battery
PM_011072,GEN_1112,2024-10-21,FAIL_005222,2024-12-09,49.0,1,0,14,469.54,841.69,Battery
PM_011073,GEN_1112,2025-01-20,,,,0,1,-2,568.35,,
PM_011074,GEN_1112,2025-04-16,,,,0,1,5,633.89,,
PM_011075,GEN_1112,2025-08-01,,,,0,1,7,868.13,,
PM_011076,GEN_1112,2025-10-26,,,,0,1,-1,344.96,,
PM_011077,GEN_1113,2023-06-22,FAIL_005223,2023-08-24,63.0,1,0,21,1109.17,891.11,Alternator
PM_011078,GEN_1113,2023-12-26,FAIL_005224,2024-02-25,61.0,1,0,17,596.0,1426.63,Alternator
PM_011079,GEN_1113,2024-06-18,,,,0,1,6,308.55,,
PM_011080,GEN_1113,2024-12-15,,,,0,1,5,833.38,,
PM_011081,GEN_1113,2025-06-11,,,,0,1,4,409.54,,
PM_011082,GEN_1113,2025-12-18,,,,0,0,15,618.96,,
PM_011083,GEN_1114,2023-03-27,FAIL_005225,2023-09-07,164.0,1,0,8,614.45,794.64,Control Panel
PM_011084,GEN_1114,2023-07-31,FAIL_005225,2023-09-07,38.0,1,0,18,514.4,794.64,Control Panel
PM_011085,GEN_1114,2023-12-19,FAIL_005227,2024-02-27,70.0,1,0,18,664.94,1796.04,Control Panel
PM_011086,GEN_1114,2024-04-30,FAIL_005228,2024-06-01,32.0,1,0,9,801.82,1106.37,Control Panel
PM_011087,GEN_1114,2024-08-25,FAIL_005230,2024-09-23,29.0,1,1,6,522.01,648.06,Oil
PM_011088,GEN_1114,2024-12-29,FAIL_005231,2025-03-02,63.0,1,1,5,860.9,1339.23,Cooling
PM_011089,GEN_1114,2025-05-04,FAIL_005232,2025-05-21,17.0,1,1,5,624.87,562.23,Oil
PM_011090,GEN_1114,2025-09-01,FAIL_005233,2025-11-29,89.0,1,0,10,532.41,1546.95,Cooling
PM_011091,GEN_1115,2023-04-03,FAIL_005234,2023-07-19,107.0,1,1,7,1132.76,567.21,Cooling
PM_011092,GEN_1115,2023-06-29,FAIL_005234,2023-07-19,20.0,1,1,6,832.78,567.21,Cooling
PM_011093,GEN_1115,2023-10-07,FAIL_005235,2024-06-01,238.0,1,1,2,693.06,1072.69,Starter
PM_011094,GEN_1115,2023-12-30,FAIL_005235,2024-06-01,154.0,1,1,-5,235.59,1072.69,Starter
PM_011095,GEN_1115,2024-04-29,FAIL_005235,2024-06-01,33.0,1,0,27,719.3,1072.69,Starter
PM_011096,GEN_1115,2024-07-27,FAIL_005237,2024-12-13,139.0,1,1,-4,505.08,1140.8,Cooling
PM_011097,GEN_1115,2024-10-18,FAIL_005237,2024-12-13,56.0,1,1,3,474.57,1140.8,Cooling
PM_011098,GEN_1115,2025-01-31,FAIL_005238,2025-03-09,37.0,1,0,9,249.38,1447.19,Battery
PM_011099,GEN_1115,2025-05-12,,,,0,1,1,440.49,,
PM_011100,GEN_1115,2025-08-24,,,,0,0,26,686.91,,
PM_011101,GEN_1115,2025-12-14,,,,0,0,13,590.18,,
PM_011102,GEN_1116,2023-04-16,FAIL_005239,2024-06-21,432.0,1,1,5,507.9,1916.19,Battery
PM_011103,GEN_1116,2023-08-22,FAIL_005239,2024-06-21,304.0,1,1,6,960.03,1916.19,Battery
PM_011104,GEN_1116,2023-12-25,FAIL_005239,2024-06-21,179.0,1,1,-5,484.16,1916.19,Battery
PM_011105,GEN_1116,2024-04-30,FAIL_005239,2024-06-21,52.0,1,1,-5,494.88,1916.19,Battery
PM_011106,GEN_1116,2024-08-31,FAIL_005242,2025-03-16,197.0,1,1,-5,698.38,1268.71,Alternator
PM_011107,GEN_1116,2024-12-23,FAIL_005242,2025-03-16,83.0,1,1,0,405.23,1268.71,Alternator
PM_011108,GEN_1116,2025-05-10,FAIL_005244,2025-07-16,67.0,1,0,9,807.78,2086.83,Cooling
PM_011109,GEN_1116,2025-09-26,FAIL_005246,2025-10-24,28.0,1,0,11,976.91,685.46,Cooling
PM_011110,GEN_1117,2023-03-07,FAIL_005247,2023-10-17,224.0,1,1,1,964.49,1138.46,Fuel
PM_011111,GEN_1117,2023-07-24,FAIL_005247,2023-10-17,85.0,1,0,12,583.49,1138.46,Fuel
PM_011112,GEN_1117,2023-12-03,FAIL_005249,2025-08-09,615.0,1,1,0,514.94,913.76,Cooling
PM_011113,GEN_1117,2024-04-03,FAIL_005249,2025-08-09,493.0,1,1,1,396.62,913.76,Cooling
PM_011114,GEN_1117,2024-07-30,FAIL_005249,2025-08-09,375.0,1,1,-5,653.25,913.76,Cooling
PM_011115,GEN_1117,2024-11-19,FAIL_005249,2025-08-09,263.0,1,1,-3,667.37,913.76,Cooling
PM_011116,GEN_1117,2025-03-19,FAIL_005249,2025-08-09,143.0,1,1,3,685.26,913.76,Cooling
PM_011117,GEN_1117,2025-07-19,FAIL_005249,2025-08-09,21.0,1,1,-4,717.76,913.76,Cooling
PM_011118,GEN_1117,2025-11-05,,,,0,1,0,691.76,,
PM_011119,GEN_1118,2023-02-03,FAIL_005250,2023-03-06,31.0,1,1,-3,761.6,1371.35,Fuel
PM_011120,GEN_1118,2023-05-11,FAIL_005252,2024-07-05,421.0,1,0,8,697.36,1572.23,Starter
PM_011121,GEN_1118,2023-08-17,FAIL_005252,2024-07-05,323.0,1,1,6,506.87,1572.23,Starter
PM_011122,GEN_1118,2023-11-19,FAIL_005252,2024-07-05,229.0,1,0,9,737.94,1572.23,Starter
PM_011123,GEN_1118,2024-02-25,FAIL_005252,2024-07-05,131.0,1,1,0,613.74,1572.23,Starter
PM_011124,GEN_1118,2024-05-30,FAIL_005252,2024-07-05,36.0,1,0,10,910.75,1572.23,Starter
PM_011125,GEN_1118,2024-08-12,FAIL_005254,2024-09-26,45.0,1,1,-5,460.01,946.71,Alternator
PM_011126,GEN_1118,2024-11-13,FAIL_005255,2024-12-04,21.0,1,1,7,684.7,1180.82,Fuel
PM_011127,GEN_1118,2025-02-25,FAIL_005256,2025-03-03,6.0,1,0,18,630.38,419.87,Fuel
PM_011128,GEN_1118,2025-06-12,FAIL_005259,2025-08-30,79.0,1,0,8,746.2,1373.12,Battery
PM_011129,GEN_1118,2025-09-19,FAIL_005260,2025-10-22,33.0,1,1,1,1151.62,523.59,Oil
PM_011130,GEN_1118,2025-12-05,,,,0,1,-5,426.51,,
PM_011131,GEN_1119,2023-01-16,FAIL_005261,2024-08-04,566.0,1,1,3,757.5,1989.95,Oil
PM_011132,GEN_1119,2023-04-06,FAIL_005261,2024-08-04,486.0,1,1,-4,757.79,1989.95,Oil
PM_011133,GEN_1119,2023-06-21,FAIL_005261,2024-08-04,410.0,1,1,-3,1016.19,1989.95,Oil
PM_011134,GEN_1119,2023-09-08,FAIL_005261,2024-08-04,331.0,1,1,-5,810.78,1989.95,Oil
PM_011135,GEN_1119,2023-12-17,FAIL_005261,2024-08-04,231.0,1,1,1,784.77,1989.95,Oil
PM_011136,GEN_1119,2024-03-07,FAIL_005261,2024-08-04,150.0,1,1,-5,698.24,1989.95,Oil
PM_011137,GEN_1119,2024-06-01,FAIL_005261,2024-08-04,64.0,1,1,7,535.62,1989.95,Oil
PM_011138,GEN_1119,2024-09-05,FAIL_005262,2025-05-26,263.0,1,0,10,791.3,1920.46,Battery
PM_011139,GEN_1119,2024-12-13,FAIL_005262,2025-05-26,164.0,1,1,-2,712.25,1920.46,Battery
PM_011140,GEN_1119,2025-03-30,FAIL_005262,2025-05-26,57.0,1,0,23,707.88,1920.46,Battery
PM_011141,GEN_1119,2025-06-24,,,,0,1,-5,472.57,,
PM_011142,GEN_1119,2025-10-03,,,,0,1,0,717.08,,
PM_011143,GEN_1120,2023-02-16,FAIL_005263,2024-01-04,322.0,1,0,10,512.87,2066.95,Control Panel
PM_011144,GEN_1120,2023-06-03,FAIL_005263,2024-01-04,215.0,1,0,8,586.17,2066.95,Control Panel
PM_011145,GEN_1120,2023-08-27,FAIL_005263,2024-01-04,130.0,1,1,-5,703.4,2066.95,Control Panel
PM_011146,GEN_1120,2023-11-27,FAIL_005263,2024-01-04,38.0,1,0,9,520.46,2066.95,Control Panel
PM_011147,GEN_1120,2024-02-18,FAIL_005264,2024-03-14,25.0,1,1,5,536.71,726.94,Battery
PM_011148,GEN_1120,2024-05-25,FAIL_005265,2024-08-09,76.0,1,0,12,513.0,2253.22,Alternator
PM_011149,GEN_1120,2024-08-17,FAIL_005266,2024-12-06,111.0,1,1,-5,618.75,984.54,Alternator
PM_011150,GEN_1120,2024-11-02,FAIL_005266,2024-12-06,34.0,1,1,-4,888.32,984.54,Alternator
PM_011151,GEN_1120,2025-02-07,,,,0,1,5,678.14,,
PM_011152,GEN_1120,2025-05-15,,,,0,1,-2,547.99,,
PM_011153,GEN_1120,2025-08-18,,,,0,1,-2,607.21,,
PM_011154,GEN_1120,2025-11-05,,,,0,1,-5,703.35,,
PM_011155,GEN_1121,2023-02-04,FAIL_005267,2023-03-10,34.0,1,0,13,641.93,1277.67,Cooling
PM_011156,GEN_1121,2023-06-01,FAIL_005268,2023-07-25,54.0,1,1,0,910.7,1092.68,Starter
PM_011157,GEN_1121,2023-10-06,FAIL_005269,2024-07-20,288.0,1,1,0,568.13,1588.98,Cooling
PM_011158,GEN_1121,2024-01-31,FAIL_005269,2024-07-20,171.0,1,1,7,468.84,1588.98,Cooling
PM_011159,GEN_1121,2024-06-06,FAIL_005269,2024-07-20,44.0,1,0,13,705.58,1588.98,Cooling
PM_011160,GEN_1121,2024-09-27,FAIL_005270,2025-12-09,438.0,1,1,-5,790.5,926.86,Cooling
PM_011161,GEN_1121,2025-02-01,FAIL_005270,2025-12-09,311.0,1,0,15,994.98,926.86,Cooling
PM_011162,GEN_1121,2025-06-16,FAIL_005270,2025-12-09,176.0,1,0,11,563.74,926.86,Cooling
PM_011163,GEN_1121,2025-11-10,FAIL_005270,2025-12-09,29.0,1,0,16,721.14,926.86,Cooling
PM_011164,GEN_1122,2023-03-15,FAIL_005271,2023-04-03,19.0,1,0,8,566.56,446.07,Fuel
PM_011165,GEN_1122,2023-07-27,FAIL_005272,2023-08-21,25.0,1,0,9,688.6,1629.41,Control Panel
PM_011166,GEN_1122,2023-11-24,FAIL_005274,2024-01-23,60.0,1,0,8,973.19,951.4,Cooling
PM_011167,GEN_1122,2024-04-14,FAIL_005275,2024-05-14,30.0,1,0,16,590.68,1940.43,Starter
PM_011168,GEN_1122,2024-08-25,FAIL_005277,2024-10-15,51.0,1,0,16,399.95,1349.22,Control Panel
PM_011169,GEN_1122,2025-01-19,FAIL_005278,2025-03-22,62.0,1,0,24,631.74,2173.87,Oil
PM_011170,GEN_1122,2025-06-02,FAIL_005280,2025-07-29,57.0,1,0,26,780.28,1138.42,Cooling
PM_011171,GEN_1122,2025-10-21,FAIL_005281,2025-12-24,64.0,1,0,22,527.89,1105.81,Control Panel
PM_011172,GEN_1123,2023-05-24,FAIL_005282,2023-07-05,42.0,1,0,30,679.24,1774.97,Alternator
PM_011173,GEN_1123,2023-11-21,FAIL_005284,2024-10-10,324.0,1,1,5,791.18,2246.4,Cooling
PM_011174,GEN_1123,2024-05-13,FAIL_005284,2024-10-10,150.0,1,1,-3,430.7,2246.4,Cooling
PM_011175,GEN_1123,2024-11-12,FAIL_005285,2025-09-17,309.0,1,1,-5,357.1,2186.41,Alternator
PM_011176,GEN_1123,2025-06-03,FAIL_005285,2025-09-17,106.0,1,0,13,718.52,2186.41,Alternator
PM_011177,GEN_1123,2025-12-10,,,,0,0,12,548.84,,
PM_011178,GEN_1124,2023-03-22,FAIL_005286,2024-08-01,498.0,1,0,17,965.03,1157.18,Cooling
PM_011179,GEN_1124,2023-06-13,FAIL_005286,2024-08-01,415.0,1,1,-2,325.73,1157.18,Cooling
PM_011180,GEN_1124,2023-09-12,FAIL_005286,2024-08-01,324.0,1,1,0,959.73,1157.18,Cooling
PM_011181,GEN_1124,2023-12-20,FAIL_005286,2024-08-01,225.0,1,0,14,631.37,1157.18,Cooling
PM_011182,GEN_1124,2024-03-14,FAIL_005286,2024-08-01,140.0,1,1,-3,449.23,1157.18,Cooling
PM_011183,GEN_1124,2024-06-25,FAIL_005286,2024-08-01,37.0,1,1,3,699.92,1157.18,Cooling
PM_011184,GEN_1124,2024-09-20,FAIL_005287,2024-10-12,22.0,1,1,-1,664.15,998.06,Cooling
PM_011185,GEN_1124,2024-12-18,FAIL_005288,2025-01-28,41.0,1,0,8,355.6,1814.19,Fuel
PM_011186,GEN_1124,2025-03-17,FAIL_005289,2025-05-06,50.0,1,1,-5,680.29,921.28,Cooling
PM_011187,GEN_1124,2025-06-26,,,,0,0,13,514.24,,
PM_011188,GEN_1124,2025-09-28,,,,0,1,-2,686.0,,
PM_011189,GEN_1124,2025-12-17,,,,0,1,-4,767.21,,
PM_011190,GEN_1125,2023-05-01,FAIL_005290,2023-07-17,77.0,1,0,18,648.37,2003.01,Control Panel
PM_011191,GEN_1125,2023-09-03,FAIL_005291,2023-11-17,75.0,1,0,17,522.83,2320.1,Battery
PM_011192,GEN_1125,2024-01-15,FAIL_005292,2024-11-28,318.0,1,0,20,729.34,1625.15,Fuel
PM_011193,GEN_1125,2024-05-16,FAIL_005292,2024-11-28,196.0,1,1,-4,459.28,1625.15,Fuel
PM_011194,GEN_1125,2024-09-07,FAIL_005292,2024-11-28,82.0,1,1,-5,533.3,1625.15,Fuel
PM_011195,GEN_1125,2024-12-29,FAIL_005293,2025-01-26,28.0,1,1,-2,674.68,1244.74,Oil
PM_011196,GEN_1125,2025-05-30,FAIL_005294,2025-09-20,113.0,1,0,24,775.86,1489.28,Cooling
PM_011197,GEN_1125,2025-10-09,,,,0,0,8,725.46,,
PM_011198,GEN_1126,2023-04-10,FAIL_005295,2025-03-20,710.0,1,1,4,462.21,1350.43,Cooling
PM_011199,GEN_1126,2023-08-02,FAIL_005295,2025-03-20,596.0,1,1,2,714.24,1350.43,Cooling
PM_011200,GEN_1126,2023-12-08,FAIL_005295,2025-03-20,468.0,1,1,-3,557.91,1350.43,Cooling
PM_011201,GEN_1126,2024-03-27,FAIL_005295,2025-03-20,358.0,1,1,1,683.94,1350.43,Cooling
PM_011202,GEN_1126,2024-08-06,FAIL_005295,2025-03-20,226.0,1,1,6,682.25,1350.43,Cooling
PM_011203,GEN_1126,2024-12-14,FAIL_005295,2025-03-20,96.0,1,1,7,848.96,1350.43,Cooling
PM_011204,GEN_1126,2025-04-24,FAIL_005296,2025-11-17,207.0,1,0,12,706.71,2015.02,Cooling
PM_011205,GEN_1126,2025-09-05,FAIL_005296,2025-11-17,73.0,1,1,6,469.22,2015.02,Cooling
PM_011206,GEN_1127,2023-04-03,FAIL_005297,2023-08-24,143.0,1,0,12,373.49,1289.16,Fuel
PM_011207,GEN_1127,2023-07-10,FAIL_005297,2023-08-24,45.0,1,1,0,364.82,1289.16,Fuel
PM_011208,GEN_1127,2023-10-20,FAIL_005298,2023-11-14,25.0,1,0,16,536.73,968.96,Starter
PM_011209,GEN_1127,2024-01-13,FAIL_005299,2024-07-17,186.0,1,1,-1,277.96,993.47,Battery
PM_011210,GEN_1127,2024-04-14,FAIL_005299,2024-07-17,94.0,1,0,12,775.35,993.47,Battery
PM_011211,GEN_1127,2024-06-27,FAIL_005299,2024-07-17,20.0,1,1,-5,680.22,993.47,Battery
PM_011212,GEN_1127,2024-10-01,,,,0,1,0,615.19,,
PM_011213,GEN_1127,2025-01-12,,,,0,1,1,603.25,,
PM_011214,GEN_1127,2025-04-28,,,,0,0,15,830.29,,
PM_011215,GEN_1127,2025-08-12,,,,0,0,21,532.5,,
PM_011216,GEN_1127,2025-11-24,,,,0,0,10,657.04,,
PM_011217,GEN_1128,2023-02-06,FAIL_005300,2023-05-28,111.0,1,1,-5,378.17,1140.24,Battery
PM_011218,GEN_1128,2023-05-05,FAIL_005300,2023-05-28,23.0,1,1,-1,591.45,1140.24,Battery
PM_011219,GEN_1128,2023-08-17,FAIL_005301,2025-08-19,733.0,1,1,6,671.13,1552.88,Battery
PM_011220,GEN_1128,2023-11-15,FAIL_005301,2025-08-19,643.0,1,1,-5,796.56,1552.88,Battery
PM_011221,GEN_1128,2024-02-25,FAIL_005301,2025-08-19,541.0,1,0,10,416.42,1552.88,Battery
PM_011222,GEN_1128,2024-05-31,FAIL_005301,2025-08-19,445.0,1,0,12,722.57,1552.88,Battery
PM_011223,GEN_1128,2024-08-26,FAIL_005301,2025-08-19,358.0,1,1,4,842.28,1552.88,Battery
PM_011224,GEN_1128,2024-12-10,FAIL_005301,2025-08-19,252.0,1,1,5,716.69,1552.88,Battery
PM_011225,GEN_1128,2025-03-09,FAIL_005301,2025-08-19,163.0,1,1,-5,526.95,1552.88,Battery
PM_011226,GEN_1128,2025-07-03,FAIL_005301,2025-08-19,47.0,1,0,15,929.19,1552.88,Battery
PM_011227,GEN_1128,2025-10-10,FAIL_005303,2025-12-06,57.0,1,1,3,256.87,1362.71,Battery
