pm_event_id,asset_id,scheduled_date,completed_date,pm_date,pm_type,status,delay_days,ontime_flag,priority,labor_hours,labor_cost,material_cost,other_costs,total_cost,age_years_at_pm,region,environment_type,model
PM_008391,GEN_0845,2023-05-18,2023-06-06,2023-06-06,Quarterly Service,Completed,19,0,Normal,4.67,268.3,194.01,25.16,487.47,2.16,North,Rural,GENX-550
PM_008392,GEN_0845,2023-09-05,2023-08-31,2023-08-31,Oil & Filter,Completed,-5,1,Normal,5.54,470.94,88.64,0.0,559.58,2.4,North,Rural,GENX-550
PM_008393,GEN_0845,2023-11-17,2023-11-29,2023-11-29,Quarterly Service,Completed,12,0,Normal,5.87,442.84,83.13,0.0,525.97,2.64,North,Rural,GENX-550
PM_008394,GEN_0845,2024-02-22,2024-02-29,2024-02-29,Quarterly Service,Completed,7,1,Normal,5.15,355.06,236.32,39.01,630.39,2.89,North,Rural,GENX-550
PM_008395,GEN_0845,2024-06-07,2024-06-16,2024-06-16,Oil & Filter,Completed,9,0,Normal,5.83,447.35,194.99,30.03,672.37,3.19,North,Rural,GENX-550
PM_008396,GEN_0845,2024-09-06,2024-09-06,2024-09-06,Quarterly Service,Completed,0,1,Normal,6.97,418.41,212.2,38.92,669.53,3.41,North,Rural,GENX-550
PM_008397,GEN_0845,2024-12-11,2024-12-17,2024-12-17,Routine Inspection,Completed,6,1,Normal,7.16,617.82,209.53,84.36,911.71,3.69,North,Rural,GENX-550
PM_008398,GEN_0845,2025-03-25,2025-04-12,2025-04-12,Oil & Filter,Completed,18,0,Normal,4.98,430.41,196.43,15.27,642.11,4.01,North,Rural,GENX-550
PM_008399,GEN_0845,2025-07-18,2025-07-14,2025-07-14,Oil & Filter,Completed,-4,1,Normal,5.56,414.34,133.08,72.29,619.71,4.27,North,Rural,GENX-550
PM_008400,GEN_0845,2025-10-12,2025-11-02,2025-11-02,Quarterly Service,Completed,21,0,Normal,5.54,470.2,25.0,39.0,534.2,4.57,North,Rural,GENX-550
PM_008401,GEN_0846,2023-03-05,2023-03-20,2023-03-20,Oil & Filter,Completed,15,0,Normal,2.53,204.87,25.0,0.0,229.87,2.9,North,Coastal,CAT-450
PM_008402,GEN_0846,2023-06-17,2023-06-12,2023-06-12,Load Bank Test,Completed,-5,1,Normal,6.53,385.55,112.98,66.68,565.21,3.13,North,Coastal,CAT-450
PM_008403,GEN_0846,2023-08-30,2023-09-11,2023-09-11,Load Bank Test,Completed,12,0,Normal,4.39,337.78,88.46,57.0,483.24,3.38,North,Coastal,CAT-450
PM_008404,GEN_0846,2023-12-08,2023-12-06,2023-12-06,Quarterly Service,Completed,-2,1,Normal,10.23,802.69,218.47,40.81,1061.97,3.62,North,Coastal,CAT-450
PM_008405,GEN_0846,2024-02-27,2024-02-25,2024-02-25,Load Bank Test,Completed,-2,1,Normal,7.6,569.86,122.77,43.72,736.35,3.84,North,Coastal,CAT-450
PM_008406,GEN_0846,2024-05-23,2024-06-03,2024-06-03,Quarterly Service,Completed,11,0,Normal,5.28,497.28,172.37,54.75,724.4,4.11,North,Coastal,CAT-450
PM_008407,GEN_0846,2024-08-31,2024-09-16,2024-09-16,Quarterly Service,Completed,16,0,Normal,5.54,476.96,126.23,25.25,628.44,4.4,North,Coastal,CAT-450
PM_008408,GEN_0846,2024-12-11,2024-12-15,2024-12-15,Load Bank Test,Completed,4,1,Normal,4.62,369.57,69.49,31.75,470.81,4.65,North,Coastal,CAT-450
PM_008409,GEN_0846,2025-03-21,2025-03-28,2025-03-28,Oil & Filter,Completed,7,1,Normal,5.56,414.24,168.93,50.01,633.18,4.93,North,Coastal,CAT-450
PM_008410,GEN_0846,2025-06-30,2025-06-29,2025-06-29,Oil & Filter,Completed,-1,1,Normal,4.14,327.5,130.11,21.06,478.67,5.18,North,Coastal,CAT-450
PM_008411,GEN_0846,2025-09-22,2025-09-19,2025-09-19,Load Bank Test,Completed,-3,1,Normal,5.1,352.47,226.43,51.81,630.71,5.41,North,Coastal,CAT-450
PM_008412,GEN_0846,2025-12-19,2025-12-30,2025-12-30,Routine Inspection,Completed,11,0,Normal,5.66,398.86,126.54,87.16,612.56,5.69,North,Coastal,CAT-450
PM_008413,GEN_0847,2023-03-03,2023-03-09,2023-03-09,Quarterly Service,Completed,6,1,Normal,5.42,407.36,198.29,0.0,605.65,6.08,West,Rural,CAT-450
PM_008414,GEN_0847,2023-06-30,2023-06-26,2023-06-26,Oil & Filter,Completed,-4,1,Normal,7.72,705.75,156.51,77.95,940.21,6.38,West,Rural,CAT-450
PM_008415,GEN_0847,2023-10-25,2023-10-21,2023-10-21,Routine Inspection,Completed,-4,1,Normal,6.17,442.66,183.9,11.91,638.47,6.7,West,Rural,CAT-450
PM_008416,GEN_0847,2024-02-19,2024-02-15,2024-02-15,Oil & Filter,Completed,-4,1,Normal,6.33,426.89,193.14,21.24,641.27,7.02,West,Rural,CAT-450
PM_008417,GEN_0847,2024-06-07,2024-06-11,2024-06-11,Routine Inspection,Completed,4,1,Normal,6.35,434.81,179.43,16.69,630.93,7.34,West,Rural,CAT-450
PM_008418,GEN_0847,2024-10-08,2024-10-03,2024-10-03,Routine Inspection,Completed,-5,1,Normal,4.73,392.45,192.76,0.0,585.21,7.65,West,Rural,CAT-450
PM_008419,GEN_0847,2025-01-26,2025-01-21,2025-01-21,Routine Inspection,Completed,-5,1,Normal,2.98,222.0,166.95,43.89,432.84,7.95,West,Rural,CAT-450
PM_008420,GEN_0847,2025-05-16,2025-05-11,2025-05-11,Oil & Filter,Completed,-5,1,Normal,6.12,533.15,51.39,28.45,612.99,8.25,West,Rural,CAT-450
PM_008421,GEN_0847,2025-09-02,2025-08-28,2025-08-28,Routine Inspection,Completed,-5,1,Normal,3.6,341.95,228.9,9.66,580.51,8.55,West,Rural,CAT-450
PM_008422,GEN_0847,2025-12-14,2025-12-17,2025-12-17,Routine Inspection,Completed,3,1,Normal,5.05,375.48,367.96,31.13,774.57,8.85,West,Rural,CAT-450
PM_008423,GEN_0848,2023-03-12,2023-03-07,2023-03-07,Load Bank Test,Completed,-5,1,High,6.75,541.27,290.83,17.08,849.18,0.1,East,Hot-Dry,CAT-450
PM_008424,GEN_0848,2023-06-08,2023-06-11,2023-06-11,Quarterly Service,Completed,3,1,High,6.05,473.06,187.72,42.33,703.11,0.1,East,Hot-Dry,CAT-450
PM_008425,GEN_0848,2023-08-31,2023-09-02,2023-09-02,Quarterly Service,Completed,2,1,High,4.51,310.92,217.59,39.05,567.56,0.1,East,Hot-Dry,CAT-450
PM_008426,GEN_0848,2023-11-23,2023-11-20,2023-11-20,Load Bank Test,Completed,-3,1,High,6.53,446.85,249.25,26.61,722.71,0.1,East,Hot-Dry,CAT-450
PM_008427,GEN_0848,2024-02-18,2024-02-22,2024-02-22,Routine Inspection,Completed,4,1,High,3.9,286.72,251.43,63.84,601.99,0.1,East,Hot-Dry,CAT-450
PM_008428,GEN_0848,2024-05-18,2024-05-16,2024-05-16,Load Bank Test,Completed,-2,1,High,5.84,525.47,167.9,0.0,693.37,0.1,East,Hot-Dry,CAT-450
PM_008429,GEN_0848,2024-08-17,2024-08-28,2024-08-28,Quarterly Service,Completed,11,0,High,5.21,413.46,251.91,90.37,755.74,0.1,East,Hot-Dry,CAT-450
PM_008430,GEN_0848,2024-11-29,2024-12-05,2024-12-05,Oil & Filter,Completed,6,1,High,4.93,281.12,138.55,38.14,457.81,0.1,East,Hot-Dry,CAT-450
PM_008431,GEN_0848,2025-03-13,2025-03-14,2025-03-14,Oil & Filter,Completed,1,1,High,3.94,331.46,217.64,37.84,586.94,0.37,East,Hot-Dry,CAT-450
PM_008432,GEN_0848,2025-06-02,2025-06-09,2025-06-09,Oil & Filter,Completed,7,1,High,4.23,362.57,325.83,41.72,730.12,0.61,East,Hot-Dry,CAT-450
PM_008433,GEN_0848,2025-09-02,2025-08-31,2025-08-31,Load Bank Test,Completed,-2,1,High,4.07,301.77,174.81,23.1,499.68,0.84,East,Hot-Dry,CAT-450
PM_008434,GEN_0848,2025-11-17,2025-11-16,2025-11-16,Oil & Filter,Completed,-1,1,High,6.31,543.9,25.0,23.5,592.4,1.05,East,Hot-Dry,CAT-450
PM_008435,GEN_0849,2023-01-15,2023-02-03,2023-02-03,Load Bank Test,Completed,19,0,Normal,3.67,227.48,212.51,74.66,514.65,2.03,North,Cold,CUM-500
PM_008436,GEN_0849,2023-04-28,2023-05-05,2023-05-05,Quarterly Service,Completed,7,1,Normal,6.33,381.41,182.23,30.57,594.21,2.28,North,Cold,CUM-500
PM_008437,GEN_0849,2023-08-01,2023-08-10,2023-08-10,Routine Inspection,Completed,9,0,Normal,1.5,128.62,25.0,30.71,184.33,2.55,North,Cold,CUM-500
PM_008438,GEN_0849,2023-11-10,2023-11-10,2023-11-10,Oil & Filter,Completed,0,1,Normal,4.23,293.39,160.61,55.27,509.27,2.8,North,Cold,CUM-500
PM_008439,GEN_0849,2024-02-20,2024-02-23,2024-02-23,Routine Inspection,Completed,3,1,Normal,4.27,355.36,162.34,14.95,532.65,3.09,North,Cold,CUM-500
PM_008440,GEN_0849,2024-05-14,2024-05-18,2024-05-18,Load Bank Test,Completed,4,1,Normal,4.4,305.42,239.33,22.42,567.17,3.32,North,Cold,CUM-500
PM_008441,GEN_0849,2024-08-12,2024-08-08,2024-08-08,Oil & Filter,Completed,-4,1,Normal,5.93,469.81,110.63,24.72,605.16,3.54,North,Cold,CUM-500
PM_008442,GEN_0849,2024-11-18,2024-11-13,2024-11-13,Quarterly Service,Completed,-5,1,Normal,3.19,302.5,33.33,66.94,402.77,3.81,North,Cold,CUM-500
PM_008443,GEN_0849,2025-02-21,2025-02-28,2025-02-28,Load Bank Test,Completed,7,1,Normal,8.55,647.92,223.97,76.64,948.53,4.1,North,Cold,CUM-500
PM_008444,GEN_0849,2025-06-01,2025-06-08,2025-06-08,Quarterly Service,Completed,7,1,Normal,6.02,547.91,227.69,54.77,830.37,4.38,North,Cold,CUM-500
PM_008445,GEN_0849,2025-09-09,2025-09-07,2025-09-07,Oil & Filter,Completed,-2,1,Normal,4.7,270.11,76.23,66.55,412.89,4.62,North,Cold,CUM-500
PM_008446,GEN_0849,2025-12-01,2025-12-14,2025-12-14,Quarterly Service,Completed,13,0,Normal,8.19,600.36,126.32,46.25,772.93,4.89,North,Cold,CUM-500
PM_008447,GEN_0850,2023-04-11,2023-04-07,2023-04-07,Quarterly Service,Completed,-4,1,High,7.47,692.45,213.65,38.23,944.33,1.48,Central,Coastal,MTU-480
PM_008448,GEN_0850,2023-08-04,2023-07-30,2023-07-30,Routine Inspection,Completed,-5,1,High,5.35,487.2,25.0,40.17,552.37,1.8,Central,Coastal,MTU-480
PM_008449,GEN_0850,2023-11-29,2023-12-07,2023-12-07,Routine Inspection,Completed,8,0,High,4.55,288.57,286.66,39.51,614.74,2.15,Central,Coastal,MTU-480
PM_008450,GEN_0850,2024-03-29,2024-03-31,2024-03-31,Routine Inspection,Completed,2,1,High,5.25,495.78,203.74,6.32,705.84,2.47,Central,Coastal,MTU-480
PM_008451,GEN_0850,2024-08-09,2024-08-18,2024-08-18,Oil & Filter,Completed,9,0,High,5.21,338.45,235.02,34.91,608.38,2.85,Central,Coastal,MTU-480
PM_008452,GEN_0850,2024-12-28,2024-12-28,2024-12-28,Load Bank Test,Completed,0,1,High,7.24,520.55,265.57,46.07,832.19,3.21,Central,Coastal,MTU-480
PM_008453,GEN_0850,2025-04-28,2025-05-01,2025-05-01,Oil & Filter,Completed,3,1,High,6.86,381.06,216.42,58.99,656.47,3.55,Central,Coastal,MTU-480
PM_008454,GEN_0850,2025-08-27,2025-08-23,2025-08-23,Quarterly Service,Completed,-4,1,High,4.84,445.69,119.73,58.43,623.85,3.86,Central,Coastal,MTU-480
PM_008455,GEN_0850,2025-12-21,2025-12-27,2025-12-27,Routine Inspection,Completed,6,1,High,4.51,358.24,226.29,60.44,644.97,4.21,Central,Coastal,MTU-480
PM_008456,GEN_0851,2023-03-11,2023-03-18,2023-03-18,Oil & Filter,Completed,7,1,Normal,7.63,510.1,262.13,85.92,858.15,2.09,North,Rural,KOH-400
PM_008457,GEN_0851,2023-06-25,2023-07-04,2023-07-04,Quarterly Service,Completed,9,0,Normal,3.51,332.69,224.03,32.84,589.56,2.39,North,Rural,KOH-400
PM_008458,GEN_0851,2023-09-22,2023-10-15,2023-10-15,Oil & Filter,Completed,23,0,Normal,4.7,306.86,197.07,54.05,557.98,2.67,North,Rural,KOH-400
PM_008459,GEN_0851,2024-01-04,2024-01-16,2024-01-16,Quarterly Service,Completed,12,0,Normal,4.51,357.86,276.86,24.22,658.94,2.92,North,Rural,KOH-400
PM_008460,GEN_0851,2024-04-09,2024-04-25,2024-04-25,Load Bank Test,Completed,16,0,Normal,7.08,628.93,231.59,0.0,860.52,3.2,North,Rural,KOH-400
PM_008461,GEN_0851,2024-08-05,2024-07-31,2024-07-31,Routine Inspection,Completed,-5,1,Normal,5.71,376.27,360.77,44.87,781.91,3.46,North,Rural,KOH-400
PM_008462,GEN_0851,2024-10-25,2024-11-07,2024-11-07,Load Bank Test,Completed,13,0,Normal,4.3,273.36,211.54,25.16,510.06,3.73,North,Rural,KOH-400
PM_008463,GEN_0851,2025-02-04,2025-02-02,2025-02-02,Routine Inspection,Completed,-2,1,Normal,8.22,478.39,25.0,60.72,564.11,3.97,North,Rural,KOH-400
PM_008464,GEN_0851,2025-04-27,2025-05-05,2025-05-05,Load Bank Test,Completed,8,0,Normal,4.75,280.97,167.86,5.13,453.96,4.22,North,Rural,KOH-400
PM_008465,GEN_0851,2025-07-29,2025-08-04,2025-08-04,Load Bank Test,Completed,6,1,Normal,8.77,719.02,188.07,37.37,944.46,4.47,North,Rural,KOH-400
PM_008466,GEN_0851,2025-11-02,2025-11-15,2025-11-15,Oil & Filter,Completed,13,0,Normal,5.01,396.23,224.02,5.42,625.67,4.76,North,Rural,KOH-400
PM_008467,GEN_0852,2023-01-01,2023-01-15,2023-01-15,Oil & Filter,Completed,14,0,Normal,4.96,433.96,142.27,10.83,587.06,1.58,Central,Coastal,MTU-480
PM_008468,GEN_0852,2023-07-11,2023-07-09,2023-07-09,Load Bank Test,Completed,-2,1,Normal,3.57,280.32,330.73,17.51,628.56,2.06,Central,Coastal,MTU-480
PM_008469,GEN_0852,2023-12-26,2023-12-28,2023-12-28,Oil & Filter,Completed,2,1,Normal,6.78,544.47,278.65,16.96,840.08,2.53,Central,Coastal,MTU-480
PM_008470,GEN_0852,2024-06-13,2024-06-08,2024-06-08,Quarterly Service,Completed,-5,1,Normal,4.49,318.54,144.57,1.93,465.04,2.98,Central,Coastal,MTU-480
PM_008471,GEN_0852,2024-12-09,2024-12-04,2024-12-04,Routine Inspection,Completed,-5,1,Normal,6.7,440.1,173.08,35.93,649.11,3.47,Central,Coastal,MTU-480
PM_008472,GEN_0852,2025-06-05,2025-05-31,2025-05-31,Load Bank Test,Completed,-5,1,Normal,1.5,121.71,381.64,25.21,528.56,3.96,Central,Coastal,MTU-480
PM_008473,GEN_0852,2025-12-08,2025-12-21,2025-12-21,Oil & Filter,Completed,13,0,Normal,8.62,618.82,237.39,41.7,897.91,4.51,Central,Coastal,MTU-480
PM_008474,GEN_0853,2023-02-16,2023-02-12,2023-02-12,Quarterly Service,Completed,-4,1,Normal,3.84,347.61,136.68,47.29,531.58,0.1,East,Urban,CUM-500
PM_008475,GEN_0853,2023-05-02,2023-04-27,2023-04-27,Quarterly Service,Completed,-5,1,Normal,5.62,519.88,92.97,0.0,612.85,0.1,East,Urban,CUM-500
PM_008476,GEN_0853,2023-07-23,2023-08-01,2023-08-01,Oil & Filter,Completed,9,0,Normal,1.5,123.99,163.35,38.54,325.88,0.1,East,Urban,CUM-500
PM_008477,GEN_0853,2023-10-20,2023-10-21,2023-10-21,Routine Inspection,Completed,1,1,Normal,2.81,204.98,253.72,20.04,478.74,0.1,East,Urban,CUM-500
PM_008478,GEN_0853,2024-01-19,2024-01-21,2024-01-21,Load Bank Test,Completed,2,1,Normal,4.63,338.23,71.76,34.55,444.54,0.1,East,Urban,CUM-500
PM_008479,GEN_0853,2024-04-18,2024-05-07,2024-05-07,Oil & Filter,Completed,19,0,Normal,6.13,486.03,236.91,0.0,722.94,0.1,East,Urban,CUM-500
PM_008480,GEN_0853,2024-08-14,2024-08-23,2024-08-23,Oil & Filter,Completed,9,0,Normal,7.7,600.08,198.43,18.05,816.56,0.29,East,Urban,CUM-500
PM_008481,GEN_0853,2024-11-23,2024-11-18,2024-11-18,Oil & Filter,Completed,-5,1,Normal,6.13,564.27,213.92,55.55,833.74,0.53,East,Urban,CUM-500
PM_008482,GEN_0853,2025-02-07,2025-02-24,2025-02-24,Load Bank Test,Completed,17,0,Normal,3.48,259.1,174.64,44.78,478.52,0.79,East,Urban,CUM-500
PM_008483,GEN_0853,2025-05-15,2025-05-11,2025-05-11,Quarterly Service,Completed,-4,1,Normal,4.74,311.22,104.86,61.0,477.08,1.0,East,Urban,CUM-500
PM_008484,GEN_0853,2025-08-03,2025-08-14,2025-08-14,Quarterly Service,Completed,11,0,Normal,4.5,305.97,25.0,54.54,385.51,1.26,East,Urban,CUM-500
PM_008485,GEN_0853,2025-11-17,2025-11-26,2025-11-26,Quarterly Service,Completed,9,0,Normal,4.36,268.25,268.27,71.98,608.5,1.55,East,Urban,CUM-500
PM_008486,GEN_0854,2023-01-25,2023-02-05,2023-02-05,Routine Inspection,Completed,11,0,High,2.74,216.99,92.75,37.11,346.85,3.0,West,Hot-Dry,KOH-400
PM_008487,GEN_0854,2023-06-02,2023-06-13,2023-06-13,Load Bank Test,Completed,11,0,High,6.37,368.87,261.92,58.06,688.85,3.35,West,Hot-Dry,KOH-400
PM_008488,GEN_0854,2023-10-09,2023-10-04,2023-10-04,Quarterly Service,Completed,-5,1,High,6.12,455.96,25.0,58.03,538.99,3.66,West,Hot-Dry,KOH-400
PM_008489,GEN_0854,2024-01-21,2024-01-16,2024-01-16,Oil & Filter,Completed,-5,1,High,6.63,426.3,184.49,47.08,657.87,3.95,West,Hot-Dry,KOH-400
PM_008490,GEN_0854,2024-05-25,2024-05-27,2024-05-27,Quarterly Service,Completed,2,1,High,6.44,372.82,128.11,46.8,547.73,4.31,West,Hot-Dry,KOH-400
PM_008491,GEN_0854,2024-10-04,2024-10-13,2024-10-13,Quarterly Service,Completed,9,0,High,5.28,299.72,46.35,49.14,395.21,4.69,West,Hot-Dry,KOH-400
PM_008492,GEN_0854,2025-02-11,2025-02-19,2025-02-19,Quarterly Service,Completed,8,0,High,7.37,624.17,170.66,4.7,799.53,5.04,West,Hot-Dry,KOH-400
PM_008493,GEN_0854,2025-06-12,2025-06-07,2025-06-07,Oil & Filter,Completed,-5,1,High,5.67,419.32,288.38,10.07,717.77,5.34,West,Hot-Dry,KOH-400
PM_008494,GEN_0854,2025-10-05,2025-09-30,2025-09-30,Oil & Filter,Completed,-5,1,High,5.58,400.67,224.84,25.3,650.81,5.65,West,Hot-Dry,KOH-400
PM_008495,GEN_0855,2023-03-10,2023-03-21,2023-03-21,Routine Inspection,Completed,11,0,Normal,3.55,306.19,208.99,39.21,554.39,0.1,South,Urban,MTU-480
PM_008496,GEN_0855,2023-06-18,2023-06-21,2023-06-21,Routine Inspection,Completed,3,1,Normal,4.78,364.72,238.65,27.19,630.56,0.1,South,Urban,MTU-480
PM_008497,GEN_0855,2023-09-16,2023-09-23,2023-09-23,Load Bank Test,Completed,7,1,Normal,5.67,418.16,175.8,20.38,614.34,0.1,South,Urban,MTU-480
PM_008498,GEN_0855,2023-12-13,2023-12-23,2023-12-23,Quarterly Service,Completed,10,0,Normal,4.61,399.64,156.8,61.59,618.03,0.1,South,Urban,MTU-480
PM_008499,GEN_0855,2024-03-29,2024-03-29,2024-03-29,Quarterly Service,Completed,0,1,Normal,5.57,477.69,421.59,6.34,905.62,0.1,South,Urban,MTU-480
PM_008500,GEN_0855,2024-07-02,2024-07-20,2024-07-20,Quarterly Service,Completed,18,0,Normal,5.87,350.86,137.91,0.0,488.77,0.1,South,Urban,MTU-480
PM_008501,GEN_0855,2024-10-22,2024-10-25,2024-10-25,Routine Inspection,Completed,3,1,Normal,4.07,364.93,169.46,15.55,549.94,0.12,South,Urban,MTU-480
PM_008502,GEN_0855,2025-01-20,2025-02-07,2025-02-07,Quarterly Service,Completed,18,0,Normal,5.41,367.8,82.66,42.22,492.68,0.41,South,Urban,MTU-480
PM_008503,GEN_0855,2025-05-17,2025-05-25,2025-05-25,Oil & Filter,Completed,8,0,Normal,6.03,338.94,139.32,37.38,515.64,0.7,South,Urban,MTU-480
PM_008504,GEN_0855,2025-08-30,2025-09-15,2025-09-15,Load Bank Test,Completed,16,0,Normal,3.81,287.89,134.19,51.91,473.99,1.01,South,Urban,MTU-480
PM_008505,GEN_0855,2025-12-13,2025-12-11,2025-12-11,Load Bank Test,Completed,-2,1,Normal,5.94,445.75,249.7,44.09,739.54,1.25,South,Urban,MTU-480
PM_008506,GEN_0856,2023-01-12,2023-01-16,2023-01-16,Quarterly Service,Completed,4,1,Normal,5.55,313.83,253.37,39.02,606.22,2.9,South,Urban,CAT-450
PM_008507,GEN_0856,2023-05-28,2023-06-03,2023-06-03,Oil & Filter,Completed,6,1,Normal,4.43,365.19,82.78,24.02,471.99,3.28,South,Urban,CAT-450
PM_008508,GEN_0856,2023-09-27,2023-09-27,2023-09-27,Routine Inspection,Completed,0,1,Normal,4.84,291.52,103.55,25.23,420.3,3.6,South,Urban,CAT-450
PM_008509,GEN_0856,2024-01-16,2024-01-22,2024-01-22,Load Bank Test,Completed,6,1,Normal,8.46,573.45,232.64,27.13,833.22,3.92,South,Urban,CAT-450
PM_008510,GEN_0856,2024-05-25,2024-06-10,2024-06-10,Load Bank Test,Completed,16,0,Normal,3.6,202.34,93.46,26.27,322.07,4.3,South,Urban,CAT-450
PM_008511,GEN_0856,2024-10-11,2024-10-19,2024-10-19,Load Bank Test,Completed,8,0,Normal,3.78,348.53,32.12,42.81,423.46,4.66,South,Urban,CAT-450
PM_008512,GEN_0856,2025-02-17,2025-03-09,2025-03-09,Routine Inspection,Completed,20,0,Normal,5.88,374.69,312.27,20.39,707.35,5.05,South,Urban,CAT-450
PM_008513,GEN_0856,2025-07-01,2025-06-26,2025-06-26,Routine Inspection,Completed,-5,1,Normal,8.1,586.43,209.81,81.85,878.09,5.35,South,Urban,CAT-450
PM_008514,GEN_0856,2025-10-12,2025-10-24,2025-10-24,Oil & Filter,Completed,12,0,Normal,2.71,201.99,107.06,34.99,344.04,5.68,South,Urban,CAT-450
PM_008515,GEN_0857,2023-03-24,2023-03-19,2023-03-19,Oil & Filter,Completed,-5,1,Normal,4.86,428.71,90.03,48.9,567.64,7.16,West,Urban,MTU-480
PM_008516,GEN_0857,2023-09-07,2023-09-28,2023-09-28,Routine Inspection,Completed,21,0,Normal,1.5,138.0,193.75,45.43,377.18,7.69,West,Urban,MTU-480
PM_008517,GEN_0857,2024-03-19,2024-03-17,2024-03-17,Quarterly Service,Completed,-2,1,Normal,5.43,368.46,151.06,29.07,548.59,8.16,West,Urban,MTU-480
PM_008518,GEN_0857,2024-09-18,2024-09-18,2024-09-18,Load Bank Test,Completed,0,1,Normal,5.16,443.51,215.99,27.19,686.69,8.66,West,Urban,MTU-480
PM_008519,GEN_0857,2025-03-17,2025-03-30,2025-03-30,Oil & Filter,Completed,13,0,Normal,5.87,397.01,145.93,53.86,596.8,9.19,West,Urban,MTU-480
PM_008520,GEN_0857,2025-09-19,2025-09-28,2025-09-28,Oil & Filter,Completed,9,0,Normal,4.93,357.75,291.48,25.83,675.06,9.69,West,Urban,MTU-480
PM_008521,GEN_0858,2023-04-17,2023-04-12,2023-04-12,Routine Inspection,Completed,-5,1,Normal,5.1,353.99,153.44,6.18,513.61,5.68,North,Cold,CUM-500
PM_008522,GEN_0858,2023-08-17,2023-08-21,2023-08-21,Quarterly Service,Completed,4,1,Normal,7.85,621.02,171.87,59.88,852.77,6.04,North,Cold,CUM-500
PM_008523,GEN_0858,2023-12-07,2023-12-04,2023-12-04,Load Bank Test,Completed,-3,1,Normal,5.12,371.27,238.81,78.97,689.05,6.33,North,Cold,CUM-500
PM_008524,GEN_0858,2024-04-14,2024-04-09,2024-04-09,Oil & Filter,Completed,-5,1,Normal,6.46,560.22,182.89,74.64,817.75,6.68,North,Cold,CUM-500
PM_008525,GEN_0858,2024-08-05,2024-08-13,2024-08-13,Oil & Filter,Completed,8,0,Normal,5.87,404.89,372.1,33.6,810.59,7.02,North,Cold,CUM-500
PM_008526,GEN_0858,2024-12-04,2024-12-09,2024-12-09,Load Bank Test,Completed,5,1,Normal,4.6,279.85,146.64,29.55,456.04,7.35,North,Cold,CUM-500
PM_008527,GEN_0858,2025-04-07,2025-04-19,2025-04-19,Quarterly Service,Completed,12,0,Normal,7.24,571.29,237.54,44.43,853.26,7.7,North,Cold,CUM-500
PM_008528,GEN_0858,2025-08-13,2025-08-11,2025-08-11,Quarterly Service,Completed,-2,1,Normal,7.31,670.91,278.16,50.25,999.32,8.02,North,Cold,CUM-500
PM_008529,GEN_0858,2025-11-28,2025-12-07,2025-12-07,Load Bank Test,Completed,9,0,Normal,9.72,681.17,25.0,27.35,733.52,8.34,North,Cold,CUM-500
PM_008530,GEN_0859,2023-01-08,2023-01-09,2023-01-09,Quarterly Service,Completed,1,1,High,7.32,677.97,108.7,2.44,789.11,0.1,Central,Cold,CUM-500
PM_008531,GEN_0859,2023-04-27,2023-05-01,2023-05-01,Oil & Filter,Completed,4,1,High,6.32,562.6,280.36,21.61,864.57,0.1,Central,Cold,CUM-500
PM_008532,GEN_0859,2023-08-26,2023-09-11,2023-09-11,Oil & Filter,Completed,16,0,High,7.04,543.11,25.0,53.16,621.27,0.47,Central,Cold,CUM-500
PM_008533,GEN_0859,2024-01-03,2024-01-11,2024-01-11,Load Bank Test,Completed,8,0,High,6.44,513.81,138.03,57.84,709.68,0.8,Central,Cold,CUM-500
PM_008534,GEN_0859,2024-05-05,2024-05-02,2024-05-02,Routine Inspection,Completed,-3,1,High,5.58,461.01,204.74,27.59,693.34,1.11,Central,Cold,CUM-500
PM_008535,GEN_0859,2024-09-07,2024-09-02,2024-09-02,Quarterly Service,Completed,-5,1,High,3.48,217.45,326.56,46.44,590.45,1.44,Central,Cold,CUM-500
PM_008536,GEN_0859,2024-12-31,2024-12-29,2024-12-29,Load Bank Test,Completed,-2,1,High,4.92,413.48,124.58,16.36,554.42,1.77,Central,Cold,CUM-500
PM_008537,GEN_0859,2025-04-19,2025-04-20,2025-04-20,Load Bank Test,Completed,1,1,High,7.63,718.72,349.43,63.85,1132.0,2.07,Central,Cold,CUM-500
PM_008538,GEN_0859,2025-08-14,2025-08-12,2025-08-12,Load Bank Test,Completed,-2,1,High,7.71,495.71,177.4,37.4,710.51,2.38,Central,Cold,CUM-500
PM_008539,GEN_0859,2025-12-07,2025-12-10,2025-12-10,Oil & Filter,Completed,3,1,High,5.07,326.94,279.97,14.3,621.21,2.71,Central,Cold,CUM-500
PM_008540,GEN_0860,2023-03-30,2023-04-04,2023-04-04,Load Bank Test,Completed,5,1,Normal,4.4,326.69,211.49,56.5,594.68,0.1,South,Coastal,KOH-400
PM_008541,GEN_0860,2023-07-12,2023-07-10,2023-07-10,Load Bank Test,Completed,-2,1,Normal,6.29,423.8,192.82,0.0,616.62,0.25,South,Coastal,KOH-400
PM_008542,GEN_0860,2023-10-12,2023-10-21,2023-10-21,Load Bank Test,Completed,9,0,Normal,6.95,589.92,33.06,16.0,638.98,0.54,South,Coastal,KOH-400
PM_008543,GEN_0860,2024-01-14,2024-02-04,2024-02-04,Routine Inspection,Completed,21,0,Normal,5.67,382.03,25.0,63.84,470.87,0.83,South,Coastal,KOH-400
